cf1,cf2
0.134,0.678
0.152,0.683
0.170,0.645
0.185,0.565
0.187,0.501
0.178,0.372
0.158,0.253
0.133,0.105
0.124,0.018
0.125,0.000
0.112,0.000
0.088,0.000
0.066,0.000
0.048,0.000
0.037,0.000
0.029,0.000
0.021,0.000
0.014,0.000
0.009,0.004
0.006,0.060
0.009,0.199
0.016,0.342
0.021,0.434
0.023,0.442
0.029,0.369
0.036,0.328
0.050,0.265
0.079,0.197
0.122,0.135
0.167,0.104
0.225,0.045
0.301,0.016
0.367,0.001
0.395,0.000
0.431,0.000
0.524,0.000
0.710,0.000
0.836,0.000
0.913,0.000
0.923,0.000
0.915,0.000
0.793,0.000
0.635,0.004
0.413,0.046
0.297,0.133
0.276,0.239
0.295,0.387
0.336,0.490
0.383,0.553
0.447,0.557
0.490,0.544
0.469,0.478
0.437,0.392
0.379,0.262
0.295,0.169
0.280,0.074
0.278,0.013
0.250,0.000
0.221,0.000
0.168,0.000
0.106,0.000
0.051,0.000
0.050,0.000
0.072,0.000
0.091,0.000
0.111,0.000
0.132,0.003
0.128,0.050
0.132,0.136
0.142,0.186
0.157,0.242
0.178,0.294
0.203,0.369
0.226,0.391
0.240,0.399
0.256,0.317
0.296,0.268
0.348,0.199
0.380,0.093
0.411,0.046
0.447,0.009
0.495,0.000
0.520,0.000
0.550,0.000
0.533,0.000
0.509,0.000
0.484,0.000
0.444,0.000
0.416,0.000
0.400,0.000
0.385,0.001
0.338,0.032
0.357,0.108
0.413,0.207
0.472,0.298
0.471,0.364
0.453,0.406
0.438,0.439
0.430,0.461
0.431,0.471
0.419,0.445
0.396,0.364
0.354,0.234
0.289,0.099
0.235,0.017
0.207,0.000
0.186,0.000
0.172,0.000
0.164,0.000
0.163,0.000
0.166,0.000
0.168,0.000
0.171,0.000
0.177,0.000
0.185,0.002
0.162,0.038
0.149,0.120
0.171,0.251
0.170,0.365
0.170,0.485
0.175,0.599
0.191,0.671
0.214,0.686
0.239,0.640
0.254,0.548
0.254,0.416
0.244,0.255
0.198,0.098
0.175,0.015
0.192,0.000
0.212,0.000
0.226,0.000
0.231,0.000
0.228,0.000
0.217,0.000
0.202,0.000
0.176,0.000
0.149,0.000
0.123,0.002
0.097,0.043
0.078,0.109
0.065,0.214
0.069,0.326
0.095,0.367
0.103,0.384
0.100,0.265
0.089,0.223
0.075,0.235
0.060,0.253
0.042,0.254
0.029,0.168
0.026,0.069
0.041,0.007
0.086,0.000
0.147,0.000
0.191,0.000
0.215,0.000
0.221,0.000
0.222,0.000
0.226,0.000
0.223,0.000
0.222,0.000
0.226,0.001
0.178,0.043
0.129,0.133
0.111,0.245
0.095,0.361
0.095,0.488
0.135,0.539
0.241,0.591
0.404,0.517
0.603,0.399
0.721,0.301
0.724,0.219
0.662,0.123
0.556,0.070
0.553,0.009
0.575,0.000
0.603,0.000
0.627,0.000
0.638,0.000
0.668,0.000
0.688,0.000
0.689,0.000
0.649,0.000
0.590,0.000
0.527,0.002
0.406,0.043
0.400,0.169
0.370,0.235
0.276,0.246
0.222,0.570
0.207,0.684
0.276,0.712
0.358,0.701
0.431,0.646
0.456,0.421
0.452,0.205
0.380,0.150
0.383,0.060
0.437,0.006
0.465,0.000
0.478,0.000
0.502,0.000
0.610,0.000
0.657,0.000
0.694,0.000
0.737,0.000
0.843,0.000
0.897,0.000
0.866,0.000
0.740,0.020
0.617,0.112
0.656,0.258
0.749,0.501
0.749,0.637
0.745,0.707
0.726,0.727
0.729,0.705
0.739,0.651
0.731,0.550
0.686,0.412
0.608,0.245
0.560,0.087
0.569,0.009
0.571,0.000
0.555,0.000
0.542,0.000
0.547,0.000
0.573,0.000
0.524,0.000
0.487,0.000
0.464,0.000
0.452,0.000
0.450,0.000
0.446,0.039
0.544,0.142
0.689,0.296
0.776,0.458
0.820,0.602
0.839,0.675
0.854,0.695
0.865,0.680
0.874,0.630
0.881,0.537
0.870,0.398
0.847,0.236
0.818,0.085
0.800,0.008
0.793,0.000
0.780,0.000
0.766,0.000
0.756,0.000
0.748,0.000
0.714,0.000
0.685,0.000
0.663,0.000
0.662,0.000
0.647,0.000
0.593,0.041
0.548,0.162
0.575,0.306
0.589,0.424
0.563,0.382
0.548,0.412
0.524,0.451
0.504,0.432
0.487,0.410
0.481,0.345
0.495,0.237
0.512,0.120
0.481,0.055
0.502,0.007
0.487,0.000
0.493,0.000
0.519,0.000
0.490,0.000
0.462,0.000
0.420,0.000
0.402,0.000
0.396,0.000
0.398,0.000
0.391,0.000
0.357,0.017
0.341,0.070
0.425,0.173
0.529,0.312
0.570,0.512
0.597,0.567
0.622,0.456
0.642,0.485
0.649,0.424
0.633,0.318
0.597,0.228
0.505,0.141
0.453,0.065
0.459,0.002
0.452,0.000
0.450,0.000
0.436,0.000
0.411,0.000
0.395,0.000
0.368,0.000
0.336,0.000
0.297,0.000
0.249,0.000
0.211,0.000
0.185,0.024
0.143,0.070
0.170,0.120
0.205,0.132
0.214,0.169
0.223,0.320
0.227,0.596
0.241,0.666
0.291,0.617
0.336,0.523
0.331,0.382
0.260,0.222
0.198,0.057
0.192,0.003
0.225,0.000
0.272,0.000
0.304,0.000
0.310,0.000
0.325,0.000
0.347,0.000
0.395,0.000
0.435,0.000
0.468,0.000
0.504,0.000
0.521,0.020
0.563,0.047
0.689,0.105
0.816,0.241
0.890,0.271
0.909,0.232
0.913,0.235
0.889,0.256
0.815,0.253
0.642,0.223
0.478,0.158
0.345,0.096
0.280,0.038
0.259,0.002
0.268,0.000
0.286,0.000
0.325,0.000
0.371,0.000
0.414,0.000
0.444,0.000
0.457,0.000
0.476,0.000
0.444,0.000
0.415,0.000
0.345,0.030
0.407,0.137
0.462,0.257
0.628,0.338
0.723,0.312
0.759,0.372
0.738,0.484
0.725,0.525
0.749,0.465
0.752,0.312
0.711,0.230
0.642,0.171
0.596,0.072
0.578,0.005
0.509,0.000
0.470,0.000
0.487,0.000
0.489,0.000
0.476,0.000
0.475,0.000
0.484,0.000
0.484,0.000
0.490,0.000
0.526,0.000
0.484,0.032
0.464,0.119
0.574,0.255
0.595,0.402
0.597,0.549
0.603,0.684
0.594,0.731
0.599,0.708
0.607,0.649
0.604,0.521
0.546,0.282
0.475,0.124
0.413,0.063
0.411,0.004
0.433,0.000
0.441,0.000
0.440,0.000
0.422,0.000
0.385,0.000
0.362,0.000
0.334,0.000
0.315,0.000
0.298,0.000
0.300,0.000
0.281,0.013
0.216,0.056
0.212,0.113
0.201,0.164
0.180,0.200
0.135,0.236
0.127,0.263
0.112,0.405
0.089,0.408
0.060,0.325
0.034,0.193
0.020,0.086
0.021,0.041
0.041,0.002
0.060,0.000
0.072,0.000
0.073,0.000
0.081,0.000
0.096,0.000
0.111,0.000
0.102,0.000
0.095,0.000
0.097,0.000
0.129,0.000
0.160,0.028
0.130,0.148
0.090,0.293
0.060,0.476
0.062,0.607
0.082,0.688
0.101,0.687
0.116,0.687
0.131,0.635
0.145,0.527
0.133,0.400
0.101,0.225
0.080,0.070
0.071,0.002
0.076,0.000
0.103,0.000
0.136,0.000
0.153,0.000
0.159,0.000
0.191,0.000
0.244,0.000
0.298,0.000
0.331,0.000
0.357,0.000
0.316,0.026
0.297,0.113
0.356,0.219
0.357,0.302
0.346,0.334
0.330,0.426
0.319,0.450
0.320,0.415
0.321,0.364
0.301,0.249
0.235,0.171
0.170,0.090
0.155,0.028
0.178,0.000
0.194,0.000
0.210,0.000
0.235,0.000
0.235,0.000
0.215,0.000
0.221,0.000
0.243,0.000
0.259,0.000
0.268,0.000
0.264,0.000
0.243,0.005
0.214,0.039
0.212,0.110
0.235,0.231
0.258,0.361
0.278,0.503
0.289,0.618
0.299,0.660
0.298,0.610
0.297,0.407
0.274,0.153
0.299,0.052
0.360,0.026
0.371,0.000
0.399,0.000
0.407,0.000
0.407,0.000
0.388,0.000
0.354,0.000
0.241,0.000
0.227,0.000
0.369,0.000
0.478,0.000
0.481,0.000
0.365,0.024
0.246,0.164
0.284,0.333
0.291,0.473
0.291,0.579
0.289,0.653
0.289,0.674
0.305,0.645
0.344,0.591
0.380,0.504
0.355,0.375
0.325,0.214
0.344,0.061
0.370,0.001
0.373,0.000
0.337,0.000
0.327,0.000
0.324,0.000
0.325,0.000
0.345,0.000
0.395,0.000
0.462,0.000
0.515,0.000
0.555,0.000
0.638,0.019
0.716,0.086
0.762,0.183
0.790,0.332
0.845,0.439
0.848,0.507
0.832,0.482
0.804,0.458
0.768,0.302
0.738,0.128
0.752,0.086
0.754,0.074
0.763,0.019
0.785,0.000
0.752,0.000
0.681,0.000
0.672,0.000
0.679,0.000
0.702,0.000
0.741,0.000
0.788,0.000
0.810,0.000
0.843,0.000
0.871,0.000
0.866,0.005
0.848,0.036
0.845,0.084
0.845,0.129
0.830,0.174
0.772,0.165
0.758,0.144
0.658,0.138
0.538,0.119
0.413,0.092
0.286,0.055
0.191,0.024
0.169,0.007
0.236,0.000
0.356,0.000
0.567,0.000
0.834,0.000
0.783,0.000
0.677,0.000
0.451,0.000
0.221,0.000
0.323,0.000
0.492,0.000
0.507,0.000
0.395,0.020
0.411,0.145
0.451,0.293
0.536,0.484
0.608,0.592
0.627,0.669
0.621,0.699
0.624,0.685
0.623,0.626
0.603,0.492
0.571,0.331
0.509,0.178
0.444,0.054
0.411,0.000
0.401,0.000
0.413,0.000
0.435,0.000
0.440,0.000
0.462,0.000
0.494,0.000
0.515,0.000
0.522,0.000
0.516,0.000
0.498,0.000
0.463,0.018
0.378,0.138
0.425,0.325
0.468,0.458
0.431,0.526
0.398,0.545
0.362,0.551
0.333,0.536
0.317,0.503
0.326,0.478
0.302,0.349
0.268,0.162
0.268,0.046
0.298,0.000
0.305,0.000
0.294,0.000
0.295,0.000
0.308,0.000
0.333,0.000
0.353,0.000
0.365,0.000
0.346,0.000
0.357,0.000
0.390,0.000
0.414,0.017
0.430,0.126
0.548,0.295
0.635,0.431
0.687,0.383
0.745,0.320
0.792,0.332
0.800,0.320
0.776,0.315
0.719,0.202
0.675,0.146
0.641,0.075
0.629,0.026
0.594,0.000
0.561,0.000
0.507,0.000
0.471,0.000
0.414,0.000
0.386,0.000
0.376,0.000
0.362,0.000
0.429,0.000
0.404,0.000
0.398,0.000
0.389,0.010
0.345,0.053
0.334,0.110
0.414,0.193
0.536,0.282
0.584,0.330
0.597,0.344
0.584,0.378
0.553,0.331
0.490,0.231
0.412,0.150
0.360,0.095
0.389,0.028
0.473,0.000
0.497,0.000
0.469,0.000
0.495,0.000
0.517,0.000
0.513,0.000
0.490,0.000
0.552,0.000
0.584,0.000
0.647,0.000
0.721,0.000
0.815,0.014
0.865,0.083
0.920,0.246
0.943,0.466
0.953,0.519
0.951,0.360
0.958,0.365
0.957,0.430
0.947,0.370
0.938,0.260
0.920,0.180
0.889,0.062
0.853,0.013
0.804,0.000
0.732,0.000
0.656,0.000
0.622,0.000
0.553,0.000
0.450,0.000
0.431,0.000
0.437,0.000
0.447,0.000
0.456,0.000
0.425,0.000
0.368,0.011
0.308,0.093
0.359,0.192
0.478,0.332
0.520,0.551
0.524,0.675
0.556,0.713
0.613,0.679
0.659,0.636
0.689,0.532
0.723,0.379
0.685,0.191
0.624,0.036
0.628,0.000
0.681,0.000
0.751,0.000
0.867,0.000
0.877,0.000
0.874,0.000
0.838,0.000
0.770,0.000
0.689,0.000
0.656,0.000
0.604,0.000
0.578,0.001
0.573,0.024
0.563,0.046
0.564,0.101
0.619,0.236
0.637,0.591
0.636,0.691
0.622,0.699
0.590,0.643
0.556,0.540
0.493,0.393
0.411,0.208
0.395,0.043
0.421,0.000
0.394,0.000
0.380,0.000
0.372,0.000
0.355,0.000
0.340,0.000
0.328,0.000
0.311,0.000
0.286,0.000
0.251,0.000
0.216,0.000
0.177,0.008
0.122,0.095
0.101,0.250
0.087,0.435
0.077,0.566
0.075,0.686
0.076,0.726
0.076,0.712
0.073,0.651
0.069,0.542
0.068,0.389
0.067,0.203
0.071,0.039
0.062,0.000
0.041,0.000
0.028,0.000
0.019,0.000
0.013,0.000
0.032,0.000
0.073,0.000
0.119,0.000
0.149,0.000
0.162,0.000
0.174,0.000
0.174,0.003
0.155,0.041
0.139,0.092
0.161,0.138
0.191,0.164
0.209,0.175
0.221,0.190
0.232,0.211
0.235,0.159
0.232,0.087
0.217,0.052
0.225,0.030
0.242,0.019
0.257,0.000
0.277,0.000
0.237,0.000
0.219,0.000
0.230,0.000
0.205,0.000
0.138,0.000
0.137,0.000
0.266,0.000
0.409,0.000
0.572,0.000
0.568,0.006
0.536,0.102
0.610,0.235
0.638,0.364
0.610,0.501
0.574,0.604
0.540,0.658
0.517,0.671
0.493,0.619
0.477,0.501
0.434,0.368
0.364,0.183
0.362,0.034
0.335,0.000
0.289,0.000
0.260,0.000
0.235,0.000
0.213,0.000
0.198,0.000
0.187,0.000
0.180,0.000
0.157,0.000
0.119,0.000
0.103,0.000
0.126,0.003
0.128,0.039
0.140,0.200
0.238,0.405
0.365,0.430
0.466,0.356
0.520,0.229
0.581,0.198
0.671,0.221
0.706,0.194
0.745,0.137
0.797,0.067
0.827,0.009
0.842,0.000
0.841,0.000
0.841,0.000
0.850,0.000
0.879,0.000
0.874,0.000
0.842,0.000
0.812,0.000
0.756,0.000
0.710,0.000
0.654,0.000
0.637,0.005
0.629,0.077
0.607,0.172
0.599,0.256
0.657,0.323
0.739,0.286
0.751,0.282
0.702,0.278
0.624,0.239
0.551,0.178
0.465,0.115
0.363,0.053
0.348,0.010
0.347,0.000
0.350,0.000
0.339,0.000
0.348,0.000
0.329,0.000
0.341,0.000
0.320,0.000
0.301,0.000
0.258,0.000
0.249,0.000
0.237,0.000
0.274,0.002
0.320,0.055
0.357,0.126
0.383,0.196
0.475,0.267
0.631,0.332
0.593,0.413
0.516,0.492
0.485,0.413
0.469,0.376
0.404,0.282
0.327,0.146
0.312,0.026
0.332,0.000
0.350,0.000
0.358,0.000
0.341,0.000
0.343,0.000
0.320,0.000
0.309,0.000
0.286,0.000
0.251,0.000
0.220,0.000
0.185,0.000
0.169,0.004
0.145,0.112
0.101,0.285
0.088,0.345
0.113,0.390
0.113,0.531
0.104,0.643
0.100,0.666
0.093,0.520
0.072,0.446
0.060,0.373
0.046,0.192
0.036,0.026
0.042,0.000
0.068,0.000
0.125,0.000
0.216,0.000
0.326,0.000
0.407,0.000
0.427,0.000
0.469,0.000
0.472,0.000
0.460,0.000
0.481,0.000
0.483,0.004
0.550,0.124
0.605,0.316
0.641,0.486
0.686,0.612
0.719,0.688
0.738,0.716
0.758,0.698
0.769,0.634
0.773,0.524
0.772,0.357
0.755,0.164
0.721,0.020
0.610,0.000
0.502,0.000
0.456,0.000
0.407,0.000
0.362,0.000
0.310,0.000
0.250,0.000
0.200,0.000
0.187,0.000
0.130,0.000
0.091,0.000
0.063,0.003
0.054,0.111
0.060,0.278
0.061,0.403
0.041,0.477
0.024,0.575
0.014,0.620
0.007,0.618
0.008,0.556
0.008,0.406
0.014,0.273
0.026,0.135
0.052,0.015
0.080,0.000
0.090,0.000
0.086,0.000
0.081,0.000
0.081,0.000
0.086,0.000
0.090,0.000
0.095,0.000
0.085,0.000
0.077,0.000
0.080,0.000
0.088,0.001
0.072,0.065
0.060,0.207
0.056,0.339
0.053,0.460
0.052,0.621
0.059,0.615
0.067,0.622
0.079,0.564
0.096,0.479
0.117,0.333
0.129,0.152
0.162,0.017
0.209,0.000
0.207,0.000
0.171,0.000
0.135,0.000
0.125,0.000
0.116,0.000
0.113,0.000
0.119,0.000
0.120,0.000
0.113,0.000
0.098,0.000
0.081,0.001
0.058,0.070
0.042,0.223
0.029,0.405
0.019,0.540
0.016,0.638
0.018,0.706
0.024,0.693
0.025,0.631
0.022,0.520
0.018,0.366
0.015,0.176
0.014,0.018
0.010,0.000
0.007,0.000
0.005,0.000
0.008,0.000
0.013,0.000
0.018,0.000
0.023,0.000
0.030,0.000
0.036,0.000
0.041,0.000
0.041,0.000
0.042,0.002
0.042,0.114
0.033,0.308
0.038,0.480
0.050,0.606
0.051,0.682
0.048,0.711
0.043,0.690
0.036,0.623
0.029,0.506
0.023,0.344
0.018,0.162
0.015,0.015
0.012,0.000
0.011,0.000
0.017,0.000
0.029,0.000
0.042,0.000
0.055,0.000
0.068,0.000
0.079,0.000
0.082,0.000
0.078,0.000
0.070,0.000
0.061,0.001
0.051,0.111
0.030,0.305
0.026,0.475
0.041,0.598
0.054,0.674
0.074,0.703
0.101,0.686
0.126,0.623
0.142,0.513
0.143,0.356
0.145,0.167
0.187,0.014
0.242,0.000
0.292,0.000
0.320,0.000
0.331,0.000
0.332,0.000
0.336,0.000
0.343,0.000
0.350,0.000
0.352,0.000
0.359,0.000
0.370,0.000
0.380,0.000
0.341,0.103
0.289,0.296
0.362,0.470
0.505,0.598
0.593,0.678
0.646,0.711
0.671,0.697
0.685,0.636
0.685,0.525
0.661,0.364
0.663,0.167
0.678,0.012
0.686,0.000
0.692,0.000
0.686,0.000
0.682,0.000
0.704,0.000
0.711,0.000
0.721,0.000
0.694,0.000
0.684,0.000
0.694,0.000
0.696,0.000
0.700,0.000
0.680,0.012
0.653,0.047
0.762,0.097
0.772,0.138
0.791,0.183
0.787,0.237
0.752,0.248
0.687,0.235
0.658,0.166
0.664,0.084
0.653,0.032
0.641,0.001
0.640,0.000
0.625,0.000
0.618,0.000
0.600,0.000
0.608,0.000
0.613,0.000
0.592,0.000
0.563,0.000
0.510,0.000
0.380,0.000
0.269,0.000
0.206,0.000
0.157,0.041
0.113,0.120
0.071,0.224
0.050,0.320
0.053,0.454
0.060,0.553
0.058,0.593
0.049,0.571
0.042,0.474
0.060,0.302
0.091,0.133
0.121,0.008
0.138,0.000
0.141,0.000
0.141,0.000
0.132,0.000
0.120,0.000
0.122,0.000
0.147,0.000
0.170,0.000
0.172,0.000
0.153,0.000
0.163,0.000
0.203,0.000
0.223,0.022
0.244,0.044
0.301,0.088
0.431,0.196
0.544,0.372
0.628,0.584
0.672,0.532
0.700,0.285
0.706,0.179
0.560,0.113
0.440,0.063
0.362,0.004
0.352,0.000
0.349,0.000
0.342,0.000
0.365,0.000
0.415,0.000
0.411,0.000
0.401,0.000
0.414,0.000
0.380,0.000
0.327,0.000
0.287,0.000
0.281,0.000
0.247,0.007
0.189,0.046
0.206,0.111
0.244,0.152
0.289,0.152
0.308,0.166
0.308,0.168
0.284,0.156
0.250,0.162
0.218,0.127
0.194,0.064
0.178,0.002
0.144,0.000
0.102,0.000
0.054,0.000
0.022,0.000
0.015,0.000
0.038,0.000
0.079,0.000
0.119,0.000
0.124,0.000
0.114,0.000
0.113,0.000
0.098,0.000
0.080,0.044
0.054,0.136
0.055,0.223
0.091,0.322
0.147,0.435
0.187,0.517
0.230,0.472
0.271,0.390
0.271,0.306
0.245,0.136
0.255,0.038
0.374,0.000
0.449,0.000
0.524,0.000
0.552,0.000
0.623,0.000
0.666,0.000
0.626,0.000
0.565,0.000
0.528,0.000
0.414,0.000
0.410,0.000
0.456,0.000
0.505,0.000
0.468,0.033
0.539,0.158
0.538,0.243
0.553,0.284
0.613,0.313
0.638,0.244
0.606,0.300
0.538,0.365
0.462,0.336
0.428,0.242
0.415,0.071
0.431,0.001
0.413,0.000
0.373,0.000
0.362,0.000
0.366,0.000
0.350,0.000
0.323,0.000
0.298,0.000
0.276,0.000
0.228,0.000
0.170,0.000
0.106,0.000
0.067,0.000
0.092,0.018
0.151,0.076
0.238,0.306
0.402,0.525
0.484,0.635
0.536,0.666
0.588,0.645
0.584,0.580
0.483,0.460
0.407,0.298
0.374,0.089
0.360,0.001
0.388,0.000
0.500,0.000
0.574,0.000
0.639,0.000
0.661,0.000
0.642,0.000
0.607,0.000
0.573,0.000
0.502,0.000
0.448,0.000
0.327,0.000
0.258,0.000
0.178,0.008
0.120,0.048
0.110,0.101
0.127,0.149
0.130,0.236
0.136,0.268
0.126,0.239
0.114,0.127
0.074,0.061
0.029,0.026
0.024,0.004
0.061,0.000
0.122,0.000
0.173,0.000
0.207,0.000
0.260,0.000
0.305,0.000
0.365,0.000
0.384,0.000
0.403,0.000
0.384,0.000
0.353,0.000
0.374,0.000
0.375,0.000
0.339,0.053
0.278,0.179
0.274,0.305
0.241,0.461
0.232,0.567
0.244,0.606
0.257,0.600
0.271,0.544
0.281,0.431
0.272,0.299
0.231,0.093
0.231,0.001
0.260,0.000
0.260,0.000
0.235,0.000
0.187,0.000
0.126,0.000
0.086,0.000
0.067,0.000
0.043,0.000
0.020,0.000
0.008,0.000
0.015,0.000
0.041,0.000
0.108,0.001
0.164,0.013
0.188,0.021
0.187,0.038
0.216,0.064
0.261,0.123
0.345,0.213
0.463,0.239
0.570,0.242
0.654,0.165
0.663,0.042
0.678,0.000
0.701,0.000
0.628,0.000
0.577,0.000
0.533,0.000
0.529,0.000
0.556,0.000
0.567,0.000
0.607,0.000
0.671,0.000
0.676,0.000
0.678,0.000
0.659,0.000
0.648,0.030
0.626,0.140
0.671,0.235
0.654,0.298
0.603,0.406
0.564,0.601
0.540,0.609
0.527,0.577
0.512,0.455
0.478,0.308
0.421,0.110
0.374,0.000
0.340,0.000
0.303,0.000
0.276,0.000
0.256,0.000
0.243,0.000
0.238,0.000
0.225,0.000
0.201,0.000
0.176,0.000
0.150,0.000
0.131,0.000
0.114,0.000
0.094,0.037
0.066,0.189
0.051,0.407
0.046,0.541
0.032,0.490
0.014,0.373
0.005,0.275
0.010,0.269
0.019,0.228
0.011,0.164
0.004,0.060
0.012,0.000
0.040,0.000
0.093,0.000
0.145,0.000
0.192,0.000
0.237,0.000
0.271,0.000
0.307,0.000
0.341,0.000
0.398,0.000
0.451,0.000
0.508,0.000
0.618,0.000
0.700,0.007
0.759,0.020
0.872,0.066
0.936,0.146
0.961,0.252
0.970,0.359
0.969,0.332
0.946,0.279
0.896,0.308
0.858,0.086
0.868,0.022
0.866,0.000
0.869,0.000
0.873,0.000
0.863,0.000
0.868,0.000
0.873,0.000
0.883,0.000
0.902,0.000
0.919,0.000
0.913,0.000
0.886,0.000
0.802,0.000
0.580,0.000
0.294,0.024
0.167,0.109
0.170,0.219
0.223,0.257
0.288,0.243
0.226,0.379
0.196,0.374
0.171,0.307
0.133,0.135
0.107,0.077
0.086,0.023
0.128,0.000
0.203,0.000
0.230,0.000
0.245,0.000
0.264,0.000
0.283,0.000
0.306,0.000
0.325,0.000
0.339,0.000
0.350,0.000
0.371,0.000
0.386,0.000
0.405,0.000
0.452,0.008
0.471,0.048
0.486,0.060
0.529,0.054
0.612,0.115
0.618,0.285
0.550,0.498
0.407,0.578
0.250,0.460
0.234,0.288
0.235,0.092
0.272,0.000
0.263,0.000
0.269,0.000
0.320,0.000
0.344,0.000
0.338,0.000
0.360,0.000
0.403,0.000
0.416,0.000
0.415,0.000
0.481,0.000
0.521,0.000
0.521,0.000
0.469,0.031
0.364,0.144
0.308,0.251
0.314,0.312
0.181,0.319
0.079,0.267
0.102,0.120
0.155,0.103
0.063,0.083
0.084,0.051
0.139,0.005
0.216,0.000
0.327,0.000
0.469,0.000
0.575,0.000
0.692,0.000
0.795,0.000
0.916,0.000
0.944,0.000
0.938,0.000
0.903,0.000
0.818,0.000
0.698,0.000
0.653,0.000
0.578,0.037
0.517,0.212
0.542,0.354
0.634,0.391
0.760,0.448
0.810,0.543
0.828,0.587
0.839,0.564
0.838,0.448
0.803,0.280
0.777,0.089
0.771,0.000
0.762,0.000
0.747,0.000
0.753,0.000
0.764,0.000
0.771,0.000
0.793,0.000
0.797,0.000
0.797,0.000
0.801,0.000
0.793,0.000
0.796,0.000
0.813,0.000
0.826,0.017
0.838,0.156
0.866,0.315
0.908,0.469
0.919,0.501
0.898,0.425
0.873,0.371
0.862,0.242
0.849,0.228
0.822,0.191
0.797,0.049
0.781,0.000
0.762,0.000
0.752,0.000
0.742,0.000
0.745,0.000
0.738,0.000
0.731,0.000
0.723,0.000
0.715,0.000
0.687,0.000
0.626,0.000
0.566,0.000
0.527,0.000
0.474,0.007
0.462,0.060
0.507,0.145
0.573,0.278
0.633,0.296
0.684,0.229
0.721,0.265
0.715,0.336
0.694,0.248
0.696,0.164
0.709,0.038
0.726,0.000
0.729,0.000
0.723,0.000
0.694,0.000
0.657,0.000
0.640,0.000
0.622,0.000
0.595,0.000
0.560,0.000
0.506,0.000
0.444,0.000
0.380,0.000
0.365,0.000
0.331,0.001
0.334,0.035
0.405,0.139
0.608,0.271
0.711,0.405
0.814,0.444
0.854,0.405
0.857,0.356
0.854,0.248
0.850,0.104
0.844,0.019
0.841,0.000
0.842,0.000
0.843,0.000
0.845,0.000
0.842,0.000
0.818,0.000
0.775,0.000
0.722,0.000
0.657,0.000
0.619,0.000
0.557,0.000
0.496,0.000
0.536,0.000
0.547,0.009
0.558,0.065
0.610,0.121
0.672,0.215
0.747,0.330
0.785,0.404
0.794,0.365
0.786,0.276
0.731,0.153
0.660,0.072
0.581,0.017
0.503,0.000
0.425,0.000
0.383,0.000
0.362,0.000
0.345,0.000
0.319,0.000
0.297,0.000
0.284,0.000
0.276,0.000
0.248,0.000
0.214,0.000
0.189,0.000
0.179,0.000
0.190,0.004
0.207,0.066
0.193,0.187
0.202,0.307
0.232,0.492
0.225,0.587
0.243,0.525
0.265,0.377
0.212,0.259
0.148,0.135
0.156,0.028
0.164,0.000
0.153,0.000
0.136,0.000
0.127,0.000
0.127,0.000
0.126,0.000
0.119,0.000
0.098,0.000
0.077,0.000
0.059,0.000
0.053,0.000
0.055,0.000
0.057,0.000
0.054,0.003
0.050,0.057
0.033,0.107
0.022,0.185
0.019,0.316
0.019,0.288
0.026,0.264
0.046,0.241
0.079,0.193
0.095,0.090
0.125,0.015
0.156,0.000
0.169,0.000
0.183,0.000
0.199,0.000
0.162,0.000
0.142,0.000
0.113,0.000
0.087,0.000
0.069,0.000
0.061,0.000
0.074,0.000
0.091,0.000
0.116,0.000
0.157,0.000
0.191,0.010
0.209,0.032
0.212,0.064
0.188,0.094
0.181,0.104
0.158,0.093
0.148,0.098
0.159,0.078
0.189,0.041
0.221,0.006
0.252,0.000
0.276,0.000
0.277,0.000
0.294,0.000
0.316,0.000
0.330,0.000
0.330,0.000
0.331,0.000
0.332,0.000
0.341,0.000
0.319,0.000
0.287,0.000
0.286,0.000
0.278,0.000
0.252,0.010
0.235,0.031
0.251,0.083
0.322,0.211
0.389,0.304
0.427,0.278
0.456,0.153
0.510,0.061
0.575,0.017
0.635,0.000
0.664,0.000
0.669,0.000
0.676,0.000
0.642,0.000
0.536,0.000
0.314,0.000
0.316,0.000
0.391,0.000
0.451,0.000
0.440,0.000
0.447,0.000
0.441,0.000
0.416,0.000
0.400,0.004
0.342,0.097
0.284,0.237
0.362,0.333
0.444,0.432
0.454,0.381
0.459,0.320
0.431,0.318
0.392,0.253
0.392,0.098
0.462,0.015
0.529,0.000
0.575,0.000
0.583,0.000
0.560,0.000
0.580,0.000
0.572,0.000
0.560,0.000
0.556,0.000
0.549,0.000
0.537,0.000
0.527,0.000
0.527,0.000
0.510,0.000
0.506,0.000
0.545,0.009
0.538,0.035
0.550,0.090
0.560,0.123
0.558,0.106
0.509,0.095
0.442,0.144
0.405,0.113
0.401,0.053
0.407,0.004
0.388,0.000
0.341,0.000
0.315,0.000
0.310,0.000
0.292,0.000
0.278,0.000
0.276,0.000
0.257,0.000
0.234,0.000
0.221,0.000
0.181,0.000
0.158,0.000
0.139,0.000
0.114,0.000
0.085,0.027
0.067,0.077
0.060,0.101
0.067,0.108
0.079,0.135
0.095,0.143
0.117,0.237
0.144,0.196
0.188,0.083
0.232,0.008
0.252,0.000
0.250,0.000
0.246,0.000
0.242,0.000
0.241,0.000
0.254,0.000
0.266,0.000
0.280,0.000
0.299,0.000
0.305,0.000
0.319,0.000
0.344,0.000
0.431,0.000
0.479,0.000
